tconst,titleType,year,primaryTitle,originalTitle,runtimeMinutes,genres,averageRating,numVotes
tt0109450,movie,1994,Cobb,Cobb,128,"Biography,Drama,Sport",6.4,6857
tt0095379,movie,1989,Intruder,Intruder,83,"Horror,Thriller",6.3,6856
tt0054428,movie,1960,The Unforgiven,The Unforgiven,125,"Drama,Romance,Western",6.7,6854
tt0035417,movie,1942,The Talk of the Town,The Talk of the Town,118,"Comedy,Drama,Romance",7.5,6849
tt0099747,movie,1990,Havana,Havana,144,"Drama,Romance,War",6.1,6848
tt0059246,movie,1965,Guide,Guide,183,"Drama,Musical,Romance",8.5,6847
tt0100469,movie,1990,The Reflecting Skin,The Reflecting Skin,96,"Drama,Horror,Thriller",6.9,6847
tt1893195,movie,2012,A.C.A.B. - All Cops Are Bastards,A.C.A.B. - All Cops Are Bastards,112,"Action,Crime,Drama",6.6,6845
tt0222368,movie,1999,The Nameless,Los sin nombre,102,"Drama,Horror,Mystery",5.9,6844
tt0091142,movie,1986,Gothic,Gothic,87,"Drama,Fantasy,Horror",5.7,6844
tt2667918,movie,2014,About Alex,About Alex,99,Drama,6.4,6843
tt5555502,movie,2016,The African Doctor,Bienvenue à Marly-Gomont,96,"Biography,Comedy,Drama",7.0,6842
tt0070509,movie,1973,The Paper Chase,The Paper Chase,113,"Comedy,Drama",7.2,6842
tt8132700,movie,2018,Behind the Curve,Behind the Curve,96,Documentary,6.5,6841
tt5023260,movie,2017,The Last Word,The Last Word,108,"Comedy,Drama",6.6,6841
tt5173032,movie,2017,Buster's Mal Heart,Buster's Mal Heart,96,"Drama,Mystery,Thriller",6.1,6839
tt4536768,movie,2016,The Osiris Child,Science Fiction Volume One: The Osiris Child,99,"Action,Adventure,Drama",5.6,6838
tt0041268,movie,1949,Criss Cross,Criss Cross,84,"Crime,Drama,Film-Noir",7.5,6836
tt0039536,movie,1947,Kiss of Death,Kiss of Death,99,"Crime,Drama,Film-Noir",7.4,6836
tt1653700,movie,2011,The Veteran,The Veteran,98,"Action,Thriller",5.8,6835
tt1183911,movie,2010,Mr. Nice,Mr. Nice,121,"Biography,Comedy,Crime",6.4,6834
tt1820488,movie,2012,War Witch,Rebelle,90,"Drama,War",7.1,6831
tt1525835,movie,2010,Gantz,Gantz,130,"Action,Horror,Sci-Fi",6.5,6830
tt0070531,movie,1974,Phase IV,Phase IV,84,"Horror,Sci-Fi,Thriller",6.5,6828
tt0371739,movie,2005,The Zodiac,The Zodiac,92,"Crime,Drama,Horror",5.4,6828
tt0048752,movie,1955,The Unknown Soldier,Tuntematon sotilas,177,"Drama,War",8.0,6826
tt0067803,movie,1971,Summer of '42,Summer of '42,104,"Drama,Romance",7.3,6826
tt0341495,movie,2002,Naked Weapon,Chek lo dak gung,92,"Action,Crime,Drama",5.6,6820
tt3327994,movie,2015,Human,Human,190,Documentary,8.7,6820
tt0077531,movie,1978,F.I.S.T.,F.I.S.T,145,"Crime,Drama,Thriller",6.4,6820
tt0358294,movie,2005,Into the Sun,Into the Sun,97,"Action,Thriller",4.4,6818
tt1020938,movie,2010,Babies,Bébé(s),79,Documentary,7.1,6818
tt0231448,movie,2002,Deuces Wild,Deuces Wild,96,"Action,Crime,Drama",5.7,6816
tt3111426,movie,2020,Lost Girls,Lost Girls,95,"Drama,Mystery,Thriller",6.1,6814
tt0290210,movie,2002,Max,Max,106,"Drama,War",6.5,6813
tt0024481,movie,1933,Queen Christina,Queen Christina,99,"Biography,Drama,History",7.6,6811
tt0778661,movie,2007,Daddy's Little Girls,Daddy's Little Girls,100,"Drama,Romance",5.7,6811
tt0213682,movie,1999,Taboo,Gohatto,100,"Drama,History,Thriller",6.9,6810
tt5996836,movie,2017,The Great Father,The Great Father,151,"Action,Crime,Drama",7.4,6809
tt0071650,movie,1975,Ilsa: She Wolf of the SS,Ilsa: She Wolf of the SS,96,"Drama,Horror,Thriller",5.1,6805
tt0045917,movie,1953,Invaders from Mars,Invaders from Mars,78,"Horror,Sci-Fi",6.3,6804
tt2418558,movie,2013,Ruby Red,Rubinrot,122,"Drama,Fantasy,Mystery",6.1,6803
tt0092843,movie,1987,The Dead,The Dead,83,Drama,7.3,6801
tt0809407,movie,2006,12:08 East of Bucharest,A fost sau n-a fost?,89,"Comedy,Drama",7.4,6801
tt0117398,movie,1996,The Promise,La promesse,90,Drama,7.8,6798
tt0263065,movie,1988,Arabesque,Arabesk,105,"Comedy,Musical",8.1,6796
tt4266638,movie,2015,Krisha,Krisha,83,Drama,7.2,6796
tt1395025,movie,2012,Agent Vinod,Agent Vinod,157,"Action,Adventure,Thriller",5.2,6794
tt8108268,movie,2019,The Tashkent Files,The Tashkent Files,134,"Drama,Mystery,Thriller",7.8,6793
tt0853096,movie,2006,Death of a President,Death of a President,97,"Crime,Drama,Mystery",6.3,6793
tt0296166,movie,2002,Real Women Have Curves,Real Women Have Curves,90,"Comedy,Drama",6.9,6792
tt0301414,movie,2002,Man on the Train,L'homme du train,90,"Crime,Drama,Thriller",7.2,6791
tt0050598,movie,1957,A King in New York,A King in New York,110,"Comedy,Drama",7.1,6789
tt1655413,movie,2012,The Suicide Shop,Le magasin des suicides,79,"Animation,Comedy,Musical",6.3,6787
tt0085218,movie,1983,Barefoot Gen,Hadashi no Gen,83,"Animation,Biography,Drama",8.0,6785
tt2616810,movie,2014,Blind,Blind,96,Drama,6.9,6783
tt0082146,movie,1981,Caveman,Caveman,91,"Comedy,Romance",5.8,6782
tt0027698,movie,1936,The Great Ziegfeld,The Great Ziegfeld,176,"Biography,Drama,Musical",6.7,6782
tt0312859,movie,2002,Kannathil Muthamittal,Kannathil Muthamittal,123,"Action,Drama,War",8.4,6780
tt0948547,movie,2008,Fragments,Winged Creatures,100,"Crime,Drama",5.7,6780
tt1930546,movie,2012,Arthur Newman,Arthur Newman,93,Drama,5.7,6777
tt0062038,movie,1967,The Night of the Generals,The Night of the Generals,148,"Crime,Drama,Mystery",7.3,6775
tt0292610,movie,2002,No Good Deed,No Good Deed,103,"Action,Crime,Drama",5.5,6775
tt0094651,movie,1988,Amsterdamned,Amsterdamned,114,"Action,Crime,Horror",6.6,6773
tt0018528,movie,1927,The Unknown,The Unknown,63,"Drama,Horror,Romance",7.8,6770
tt2543336,movie,2013,The Harvest,The Harvest,104,"Drama,Mystery,Thriller",6.1,6770
tt1063056,movie,2008,From Within,From Within,89,"Horror,Mystery,Thriller",5.6,6769
tt0082945,movie,1981,Prince of the City,Prince of the City,167,"Crime,Drama",7.5,6764
tt0082329,movie,1981,Endless Love,Endless Love,116,"Drama,Romance",4.9,6763
tt0118829,movie,1997,Cats Don't Dance,Cats Don't Dance,75,"Animation,Comedy,Family",6.9,6762
tt0038190,movie,1945,A Tree Grows in Brooklyn,A Tree Grows in Brooklyn,129,"Drama,Romance",8.0,6759
tt3410408,movie,2016,Rocky Handsome,Rocky Handsome,119,"Action,Thriller",6.8,6759
tt0029192,movie,1937,Make Way for Tomorrow,Make Way for Tomorrow,91,"Comedy,Drama,Romance",8.2,6758
tt0836700,movie,2008,Summer Hours,L'heure d'été,103,"Drama,Family",7.2,6757
tt0487503,movie,2006,The Page Turner,La tourneuse de pages,85,"Drama,Music,Thriller",7.0,6757
tt6442978,movie,2017,Mommy Dead and Dearest,Mommy Dead and Dearest,82,"Crime,Documentary",7.4,6755
tt0303353,movie,2002,The Kid Stays in the Picture,The Kid Stays in the Picture,93,"Biography,Documentary",7.3,6754
tt0171356,movie,2000,Gun Shy,Gun Shy,101,"Comedy,Crime,Romance",5.7,6753
tt0953989,movie,2007,Yes Sir,Emret Komutanim: Sah Mat,100,"Action,Adventure,Comedy",1.6,6753
tt0272147,movie,2002,Vampires: Los Muertos,Vampires: Los Muertos,93,"Action,Horror,Thriller",4.5,6752
tt0300015,movie,2003,I Capture the Castle,I Capture the Castle,113,"Drama,Romance",6.9,6752
tt0138563,movie,1998,Kurt & Courtney,Kurt & Courtney,95,"Crime,Documentary,Music",6.1,6749
tt0120788,movie,1998,Permanent Midnight,Permanent Midnight,88,"Biography,Drama,Romance",6.3,6748
tt4056738,movie,2015,Do You Believe?,Do You Believe?,120,Drama,6.1,6748
tt4630550,movie,2016,The Unknown Girl,La fille inconnue,113,"Crime,Drama,Mystery",6.5,6747
tt0093015,movie,1988,Dragons Forever,Fei lung mang jeung,93,"Action,Comedy,Romance",7.3,6745
tt0837156,movie,2016,Pee-wee's Big Holiday,Pee-wee's Big Holiday,90,"Comedy,Family",6.1,6744
tt0019777,movie,1929,The Cocoanuts,The Cocoanuts,96,"Comedy,Musical",7.0,6743
tt0100680,movie,1990,Stanley & Iris,Stanley & Iris,104,"Drama,Romance",6.4,6741
tt0044207,movie,1951,When Worlds Collide,When Worlds Collide,83,"Action,Sci-Fi,Thriller",6.7,6740
tt0186253,movie,1999,Jesus' Son,Jesus' Son,107,Drama,7.0,6738
tt0104897,movie,1992,Mo' Money,Mo' Money,89,"Action,Comedy,Crime",5.5,6737
tt0097438,movie,1989,Gleaming the Cube,Gleaming the Cube,100,"Action,Drama,Mystery",6.3,6736
tt1307873,movie,2010,The Big Bang,The Big Bang,101,"Action,Mystery,Thriller",5.4,6735
tt0038823,movie,1946,Paisan,Paisà,126,"Drama,War",7.7,6735
tt0059418,movie,1965,Major Dundee,Major Dundee,123,"Adventure,War,Western",6.7,6734
tt5433114,movie,2019,Diego Maradona,Diego Maradona,130,"Biography,Documentary,Sport",7.7,6733
tt3330764,movie,2016,The Neighbor,The Neighbor,87,"Crime,Horror,Thriller",5.8,6732
tt1529569,movie,2010,Beautiful Lies,De vrais mensonges,105,"Comedy,Romance",6.5,6730
tt0053363,movie,1959,The Tingler,The Tingler,82,Horror,6.7,6727
tt0037536,movie,1945,The Bells of St. Mary's,The Bells of St. Mary's,126,Drama,7.3,6726
tt1340773,movie,2010,Elektra Luxx,Elektra Luxx,100,"Comedy,Drama",5.1,6724
tt0084390,movie,1983,The Ballad of Narayama,Narayama bushikô,130,Drama,7.9,6720
tt1961675,movie,2012,Inside,Yeralti,107,Drama,7.2,6720
tt0028358,movie,1936,Things to Come,Things to Come,100,"Drama,Sci-Fi,War",6.7,6719
tt0052027,movie,1958,The Old Man and the Sea,The Old Man and the Sea,86,"Adventure,Drama",7.0,6718
tt2720826,movie,2016,Birth of the Dragon,Birth of the Dragon,95,"Action,Biography,Drama",5.5,6715
tt3458254,movie,2018,Patient Zero,Patient Zero,93,"Action,Drama,Horror",4.4,6715
tt0052654,movie,1959,The Bridge,Die Brücke,103,"Drama,War",8.0,6714
tt0082163,movie,1981,Nice Dreams,Nice Dreams,88,"Comedy,Crime",6.2,6713
tt0122529,movie,1997,Henry Fool,Henry Fool,137,"Comedy,Drama",7.3,6712
tt0120490,movie,1997,Welcome to Sarajevo,Welcome to Sarajevo,103,"Drama,War",6.8,6711
tt1337032,movie,2009,Trailer Park Boys: Countdown to Liquor Day,Trailer Park Boys: Countdown to Liquor Day,102,"Comedy,Crime",7.4,6705
tt0327643,movie,2005,Dirty Love,Dirty Love,91,"Comedy,Romance",3.6,6705
tt0033149,movie,1940,They Drive by Night,They Drive by Night,95,"Crime,Drama,Film-Noir",7.3,6704
tt5669936,movie,2017,The Recall,The Recall,90,"Action,Sci-Fi,Thriller",4.4,6703
tt0109382,movie,1993,Dear Diary,Caro diario,100,"Biography,Comedy,Drama",7.3,6703
tt0893532,movie,2009,Kill Theory,Kill Theory,85,"Horror,Thriller",5.4,6702
tt0050782,movie,1957,Le Notti Bianche,Le notti bianche,102,"Drama,Romance",7.8,6700
tt0094888,movie,1987,Cobra Verde,Cobra Verde,111,"Adventure,Drama",7.0,6699
tt2123146,movie,2014,Angry Video Game Nerd: The Movie,Angry Video Game Nerd: The Movie,115,"Adventure,Comedy,Sci-Fi",5.6,6698
tt6859762,movie,2018,The Little Stranger,The Little Stranger,111,"Drama,Horror,Mystery",5.5,6696
tt1551630,movie,2013,Pawn,Pawn,88,"Action,Crime,Mystery",5.7,6696
tt0418586,movie,2007,The Cake Eaters,The Cake Eaters,86,"Comedy,Drama,Romance",6.3,6693
tt0111112,movie,1994,The Secret of Roan Inish,The Secret of Roan Inish,103,"Drama,Family,Fantasy",7.5,6692
tt0085694,movie,1982,The House on Sorority Row,The House on Sorority Row,91,"Horror,Mystery,Thriller",6.0,6688
tt0023551,movie,1932,Tarzan the Ape Man,Tarzan the Ape Man,100,"Action,Adventure,Romance",7.0,6687
tt0054098,movie,1960,Mughal-E-Azam,Mughal-E-Azam,197,"Drama,Romance,War",8.3,6683
tt0772178,movie,2007,Kickin' It Old Skool,Kickin' It Old Skool,108,Comedy,4.6,6679
tt0197521,movie,1956,Godzilla: King of the Monsters!,Godzilla: King of the Monsters!,80,"Action,Horror,Sci-Fi",6.5,6678
tt0963965,movie,2009,Dolan's Cadillac,Dolan's Cadillac,89,"Crime,Thriller",5.7,6676
tt3255590,movie,2017,El Camino Christmas,El Camino Christmas,89,"Comedy,Crime,Western",5.6,6676
tt0119937,movie,1997,Prefontaine,Prefontaine,106,"Biography,Drama,Romance",6.8,6676
tt0055353,movie,1961,A Raisin in the Sun,A Raisin in the Sun,128,Drama,8.0,6676
tt0027884,movie,1936,Libeled Lady,Libeled Lady,98,"Comedy,Romance",7.9,6675
tt0053390,movie,1959,Floating Weeds,Ukikusa,119,Drama,8.0,6675
tt0375785,movie,2006,Gray Matters,Gray Matters,96,"Comedy,Romance",5.8,6669
tt0104107,movie,1992,Diggstown,Diggstown,98,"Drama,Sport",7.0,6668
tt2675978,movie,2014,Dedh Ishqiya,Dedh Ishqiya,152,"Comedy,Drama,Romance",7.1,6668
tt2102496,movie,2014,Cabin Fever 3: Patient Zero,Cabin Fever: Patient Zero,91,"Horror,Sci-Fi",4.4,6667
tt1314177,movie,2009,Damage,Damage,102,"Action,Drama",5.7,6666
tt0082926,movie,1981,Polyester,Polyester,86,Comedy,7.0,6666
tt0124179,movie,1997,Two Girls and a Guy,Two Girls and a Guy,84,"Comedy,Drama",5.5,6664
tt0043313,movie,1951,Early Summer,Bakushû,125,Drama,8.2,6661
tt0086543,movie,1983,The 4th Man,De vierde man,102,"Drama,Mystery,Thriller",7.2,6660
tt8485364,movie,2019,The Room,The Room,100,"Drama,Mystery,Sci-Fi",6.0,6656
tt1706598,movie,2014,Every Secret Thing,Every Secret Thing,93,"Crime,Drama,Mystery",6.1,6655
tt1661099,movie,2011,X: Night of Vengeance,X,90,"Crime,Drama,Thriller",5.5,6654
tt1503769,movie,2009,Collapse,Collapse,82,Documentary,7.7,6653
tt0117791,movie,1996,Surviving Picasso,Surviving Picasso,125,"Biography,Drama,Romance",6.4,6650
tt0029146,movie,1937,The Life of Emile Zola,The Life of Emile Zola,116,"Biography,Drama",7.2,6650
tt3836958,movie,2015,Shamitabh,Shamitabh,155,Drama,6.8,6649
tt0258273,movie,2001,Lovely & Amazing,Lovely & Amazing,91,"Comedy,Drama,Romance",6.7,6649
tt2597242,movie,2014,At the Devil's Door,Home,91,Horror,4.8,6648
tt0043465,movie,1951,Detective Story,Detective Story,103,"Crime,Drama,Film-Noir",7.6,6648
tt4145178,movie,2015,Listen to Me Marlon,Listen to Me Marlon,103,"Biography,Documentary",8.2,6647
tt0042832,movie,1950,Panic in the Streets,Panic in the Streets,96,"Crime,Drama,Film-Noir",7.3,6646
tt0083967,movie,1982,Frances,Frances,140,"Biography,Drama,Romance",7.4,6645
tt5119116,movie,2017,Pyewacket,Pyewacket,90,"Drama,Horror,Mystery",5.8,6644
tt0253991,movie,1980,Zübük,Zübük,88,"Comedy,Crime",8.4,6643
tt7083526,movie,2019,Breakthrough,Breakthrough,116,"Biography,Drama",6.1,6642
tt0893507,movie,2006,Beynelmilel,Beynelmilel,105,"Comedy,Drama,Music",7.2,6642
tt0274155,movie,2001,Tanguy,Tanguy,108,Comedy,6.4,6642
tt0097336,movie,1989,Fat Man and Little Boy,Fat Man and Little Boy,127,"Biography,Drama,History",6.5,6641
tt1426378,movie,2009,No One Knows About Persian Cats,Kasi az gorbehaye irani khabar nadareh,106,"Drama,Music",7.2,6641
tt1828970,movie,2013,Evidence,Evidence,94,"Crime,Mystery,Thriller",5.4,6641
tt0054127,movie,1960,North to Alaska,North to Alaska,122,"Comedy,Romance,Western",7.0,6639
tt3463106,movie,2017,The Cured,The Cured,95,"Drama,Horror,Sci-Fi",5.5,6638
tt1657283,movie,2011,Honey 2,Honey 2,110,"Comedy,Drama,Music",5.3,6637
tt0117104,movie,1996,Mrs. Winterbourne,Mrs. Winterbourne,105,"Comedy,Drama,Romance",6.2,6636
tt0064208,movie,1967,Death Rides a Horse,Da uomo a uomo,120,Western,7.1,6632
tt0066579,movie,1969,Women in Love,Women in Love,131,"Drama,Romance",7.3,6632
tt0074291,movie,1976,Fellini's Casanova,Il Casanova di Federico Fellini,155,"Biography,Drama,History",7.1,6630
tt3236120,movie,2015,I'll See You in My Dreams,I'll See You in My Dreams,92,"Comedy,Drama,Romance",6.7,6630
tt0409072,movie,2004,Windstruck,Nae yeojachingureul sogae habnida,123,"Comedy,Crime,Drama",7.2,6629
tt0808526,movie,2009,Life During Wartime,Life During Wartime,98,"Comedy,Drama",6.4,6629
tt0087197,movie,1984,Electric Dreams,Electric Dreams,95,"Comedy,Drama,Music",6.5,6629
tt0064169,movie,1969,The Sicilian Clan,Le clan des Siciliens,122,"Crime,Drama",7.4,6628
tt0049169,movie,1956,Earth vs. the Flying Saucers,Earth vs. the Flying Saucers,83,Horror,6.4,6627
tt1081935,movie,2009,Baarìa,Baarìa,163,"Comedy,Drama",6.9,6627
tt0416220,movie,2004,Kamikaze Girls,Shimotsuma monogatari,102,Comedy,7.2,6627
tt2274570,movie,2013,Bad Milo,Bad Milo!,85,"Comedy,Horror",5.6,6625
tt1830713,movie,2013,Big Ass Spider!,Big Ass Spider!,80,"Action,Adventure,Comedy",5.3,6625
tt0066735,movie,1971,Four Flies on Grey Velvet,4 mosche di velluto grigio,104,"Crime,Mystery,Thriller",6.7,6622
tt1992138,movie,2011,Force,Force,137,"Action,Thriller",6.4,6621
tt0105813,movie,1992,White Sands,White Sands,101,"Action,Crime,Drama",6.0,6621
tt0063005,movie,1968,The Troops get Married,Le gendarme se marie,92,"Adventure,Comedy,Romance",6.8,6620
tt0487419,movie,2007,The Secret of the Grain,La graine et le mulet,151,Drama,7.4,6620
tt0097635,movie,1989,Jesus of Montreal,Jésus de Montréal,118,Drama,7.5,6619
tt0113703,movie,1995,Love Letter,Love Letter,117,"Drama,Romance",8.0,6619
tt0824330,movie,2008,Female Agents,Les femmes de l'ombre,117,"Drama,War",6.8,6618
tt4693464,movie,2015,Sicilian Vampire,Sicilian Vampire,124,"Crime,Drama,Horror",6.8,6617
tt2369396,movie,2013,Bounty Killer,Bounty Killer,92,"Action,Sci-Fi,Thriller",5.5,6616
tt1510906,movie,2010,Third Star,Third Star,92,Drama,7.5,6616
tt0049291,movie,1956,The Harder They Fall,The Harder They Fall,109,"Drama,Film-Noir,Sport",7.5,6616
tt0253621,movie,1977,Sakar Sakir,Sakar Sakir,81,Comedy,8.1,6616
tt0436364,movie,2008,Good,Good,92,"Drama,Romance,War",6.2,6615
tt6237612,movie,2018,Accident Man,Accident Man,105,"Action,Crime,Thriller",6.2,6615
tt0161292,movie,1999,Bleeder,Bleeder,98,"Crime,Drama",6.8,6614
tt0082370,movie,1981,The Woman Next Door,La femme d'à côté,106,"Drama,Romance",7.3,6614
tt0058265,movie,1964,"Kiss Me, Stupid","Kiss Me, Stupid",125,"Comedy,Romance",7.0,6613
tt0088001,movie,1984,Rhinestone,Rhinestone,111,"Comedy,Music",3.9,6611
tt0071502,movie,1974,Arabian Nights,Il fiore delle mille e una notte,130,"Comedy,Drama,Fantasy",6.8,6610
tt0490579,movie,2007,Dedication,Dedication,95,"Comedy,Drama,Romance",6.7,6610
tt8400758,movie,2019,Killers Anonymous,Killers Anonymous,95,"Action,Crime,Mystery",5.3,6608
tt1716747,movie,2011,Hellraiser: Revelations,Hellraiser: Revelations,75,Horror,2.7,6608
tt0041838,movie,1949,Samson and Delilah,Samson and Delilah,134,"Drama,History,Romance",6.8,6607
tt1965065,movie,2012,Save the Date,Save the Date,97,"Comedy,Romance",5.8,6606
tt4575328,movie,2018,2036 Origin Unknown,2036 Origin Unknown,94,"Action,Sci-Fi,Thriller",4.5,6604
tt0107611,movie,1993,Mr. Jones,Mr. Jones,114,"Drama,Romance",5.8,6603
tt0103978,movie,1992,Class Act,Class Act,98,Comedy,6.1,6603
tt5108476,movie,2016,Befikre,Befikre,130,"Comedy,Drama,Romance",3.9,6602
tt0052722,movie,1959,Darby O'Gill and the Little People,Darby O'Gill and the Little People,93,"Adventure,Family,Fantasy",7.2,6602
tt0099409,movie,1990,Desperate Hours,Desperate Hours,105,"Action,Crime,Drama",5.4,6601
tt0164550,movie,1998,Duplicate,Duplicate,164,"Action,Comedy,Crime",5.5,6601
tt2166616,movie,2013,Wrong Cops,Wrong Cops,83,"Comedy,Crime",6.0,6600
tt0018217,movie,1927,October (Ten Days that Shook the World),Oktyabr,142,"Drama,History",7.4,6599
tt2409302,movie,2013,Why Don't You Play in Hell?,Jigoku de naze warui,129,"Action,Comedy",7.2,6598
tt6169694,movie,2018,I Think We're Alone Now,I Think We're Alone Now,93,"Drama,Mystery,Sci-Fi",5.7,6597
tt0109578,movie,1994,Death Wish V: The Face of Death,Death Wish V: The Face of Death,95,"Action,Crime,Drama",4.9,6597
tt0044954,movie,1952,The Narrow Margin,The Narrow Margin,71,"Crime,Drama,Film-Noir",7.7,6597
tt0061065,movie,1966,The Face of Another,Tanin no kao,122,"Drama,Sci-Fi",8.0,6596
tt5941692,movie,2019,Miss Bala,Miss Bala,104,"Action,Crime,Drama",5.7,6596
tt0102984,movie,1991,Stone Cold,Stone Cold,92,"Action,Crime,Drama",6.0,6594
tt1124394,movie,2008,Sauna,Sauna,83,Horror,6.3,6594
tt0120169,movie,1997,Soul Food,Soul Food,115,"Comedy,Drama",7.0,6592
tt0057569,movie,1963,The Terror,The Terror,81,"Horror,Thriller",5.0,6590
tt3722062,movie,2017,Bokeh,Bokeh,92,"Drama,Sci-Fi",5.0,6589
tt0080439,movie,1980,The Taming of the Scoundrel,Il bisbetico domato,107,"Comedy,Romance",7.7,6588
tt0035238,movie,1942,Random Harvest,Random Harvest,126,"Drama,Romance",8.0,6587
tt0127349,movie,2000,Waking the Dead,Waking the Dead,105,"Drama,Mystery,Romance",6.5,6587
tt3780500,movie,2017,Journey's End,Journey's End,107,"Drama,War",6.6,6584
tt0120402,movie,1997,Ulee's Gold,Ulee's Gold,113,Drama,7.0,6583
tt1230204,movie,2010,A Turtle's Tale: Sammy's Adventures,Sammy's avonturen: De geheime doorgang,88,"Adventure,Animation,Family",6.1,6583
tt6010628,movie,2018,Zoe,Zoe,104,"Romance,Sci-Fi",6.1,6583
tt0055100,movie,1961,Lover Come Back,Lover Come Back,107,"Comedy,Drama,Romance",7.2,6583
tt0015361,movie,1925,Strike,Stachka,82,Drama,7.6,6582
tt1255951,movie,2009,De Dana Dan,De Dana Dan,162,"Comedy,Crime",5.3,6581
tt3320578,movie,2014,Veeram,Veeram,161,Action,6.5,6580
tt0334754,movie,2002,Yossi & Jagger,Yossi & Jagger,65,"Drama,Romance,War",7.1,6580
tt0312329,movie,2004,Against the Ropes,Against the Ropes,110,"Biography,Drama,Romance",5.3,6579
tt1142798,movie,2008,The Family That Preys,The Family That Preys,111,Drama,5.7,6579
tt1787660,movie,2011,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,80,Documentary,7.6,6577
tt0120512,movie,1997,Wild America,Wild America,106,"Action,Adventure,Comedy",6.4,6575
tt0056983,movie,1963,Dementia 13,Dementia 13,75,"Horror,Thriller",5.7,6574
tt6792282,movie,2018,A Twelve-Year Night,La noche de 12 años,122,"Biography,Crime,Drama",7.6,6574
tt5297256,movie,2016,Pulimurugan,Pulimurugan,161,Action,6.8,6572
tt0118736,movie,1998,Six-String Samurai,Six-String Samurai,91,"Action,Adventure,Comedy",6.7,6572
tt0417385,movie,2005,12 and Holding,12 and Holding,94,Drama,7.5,6572
tt0117437,movie,1996,Raja Hindustani,Raja Hindustani,165,"Action,Comedy,Drama",6.2,6570
tt0191133,movie,2003,The Fighting Temptations,The Fighting Temptations,123,"Comedy,Drama,Music",5.5,6568
tt0086510,movie,1983,Under Fire,Under Fire,128,"Drama,War",7.0,6567
tt4695548,movie,2016,Bad Cat,Kötü Kedi Serafettin,86,"Action,Adventure,Animation",7.2,6566
tt0758781,movie,2006,Seed,Seed,90,Horror,3.0,6566
tt5464234,movie,2017,Kill Switch,Kill Switch,91,"Action,Sci-Fi,Thriller",4.7,6564
tt0109162,movie,1994,Asterix in America,Asterix in America,85,"Adventure,Animation,Comedy",5.9,6564
tt2215395,movie,2012,Paulette,Paulette,87,"Comedy,Crime",6.6,6563
tt1033483,movie,2008,Kandisha,Kandisha,91,"Crime,Fantasy,Horror",6.8,6563
tt0077248,movie,1978,Blue Collar,Blue Collar,114,"Crime,Drama",7.5,6562
tt2380247,movie,2012,The Central Park Five,The Central Park Five,119,"Crime,Documentary,History",7.7,6561
tt0067341,movie,1971,Let's Scare Jessica to Death,Let's Scare Jessica to Death,89,"Drama,Horror,Mystery",6.4,6560
tt1152822,movie,2010,Freakonomics,Freakonomics,93,Documentary,6.4,6560
tt0289944,movie,2003,Fear X,Fear X,91,Thriller,6.0,6560
tt1985017,movie,2012,Atlas Shrugged II: The Strike,Atlas Shrugged II: The Strike,111,"Drama,Mystery,Sci-Fi",5.4,6559
tt0054310,movie,1960,Sink the Bismarck!,Sink the Bismarck!,97,"Action,Drama,History",7.1,6559
tt0078350,movie,1978,The Swarm,The Swarm,116,"Horror,Thriller",4.5,6559
tt0089222,movie,1985,Gotcha!,Gotcha!,101,"Action,Comedy,Mystery",6.2,6559
tt1641975,movie,2012,Citadel,Citadel,84,"Drama,Horror,Thriller",5.5,6558
tt0969269,movie,2007,Mad Detective,San taam,89,"Action,Crime,Mystery",7.2,6558
tt1276962,movie,2012,How to Make Money Selling Drugs,How to Make Money Selling Drugs,96,"Crime,Documentary",7.6,6558
tt1092005,movie,2008,Golmaal Returns,Golmaal Returns,135,"Comedy,Crime",5.1,6558
tt5963218,movie,2017,Aloko Udapadi,Aloko Udapadi,113,"Drama,History",9.1,6556
tt1305583,movie,2010,Our Family Wedding,Our Family Wedding,103,"Comedy,Romance",5.0,6556
tt4034452,movie,2015,Hyena Road,Hyena Road,120,"Action,Drama,War",6.5,6553
tt1860355,movie,2011,Undefeated,Undefeated,113,"Documentary,Sport",7.7,6553
tt0100211,movie,1989,Music Box,Music Box,124,"Crime,Drama,Thriller",7.4,6552
tt0045877,movie,1953,The Hitch-Hiker,The Hitch-Hiker,71,"Crime,Drama,Film-Noir",7.0,6552
tt0480011,movie,2007,Closure,Straightheads,80,"Crime,Drama,Horror",5.6,6552
tt2523832,movie,2015,A Girl Like Her,A Girl Like Her,91,Drama,7.0,6551
tt0243931,movie,2001,Good Advice,Good Advice,93,"Comedy,Romance",6.2,6551
tt0083869,movie,1982,Eating Raoul,Eating Raoul,90,"Comedy,Crime",6.8,6550
tt1513713,movie,2009,Love in Another Language,Baska Dilde Ask,98,Drama,7.3,6550
tt1100119,movie,2009,Shorts,Shorts,89,"Comedy,Family,Fantasy",4.7,6549
tt0097500,movie,1989,Her Alibi,Her Alibi,94,"Comedy,Crime,Mystery",5.8,6547
tt0098319,movie,1989,Shirley Valentine,Shirley Valentine,108,"Comedy,Drama,Romance",7.2,6546
tt5657028,movie,2017,Alibi.com,Alibi.com,90,Comedy,6.5,6546
tt1043451,movie,2009,Delhi-6,Delhi-6,141,"Comedy,Drama",6.0,6545
